,catid,eventid,eventname,catname
4798,9,6504,Blue Man Group How To Be A Megastar Tour,Pop
4799,9,7535,Blue Man Group How To Be A Megastar Tour,Pop
4800,9,8099,Blue Man Group How To Be A Megastar Tour,Pop
4801,9,8198,Blue Man Group How To Be A Megastar Tour,Pop
4802,9,4959,Blues Brothers,Pop
4803,9,5406,Blues Brothers,Pop
4804,9,5932,Blues Brothers,Pop
4805,9,6023,Blues Brothers,Pop
4806,9,6215,Blues Brothers,Pop
4807,9,7259,Blues Brothers,Pop
4808,9,7639,Blues Brothers,Pop
4809,9,8025,Blues Brothers,Pop
4810,9,3858,Bo Bice,Pop
4811,9,4178,Bo Bice,Pop
4812,9,4246,Bo Bice,Pop
4813,9,4275,Bo Bice,Pop
4814,9,4349,Bo Bice,Pop
4815,9,4683,Bo Bice,Pop
4816,9,5555,Bo Bice,Pop
4817,9,5573,Bo Bice,Pop
4818,9,6057,Bo Bice,Pop
4819,9,6247,Bo Bice,Pop
4820,9,6612,Bo Bice,Pop
4821,9,6759,Bo Bice,Pop
4822,9,7095,Bo Bice,Pop
4823,9,7460,Bo Bice,Pop
4824,9,8550,Bo Bice,Pop
4825,9,4962,Bob Dylan,Pop
4826,9,5030,Bob Dylan,Pop
4827,9,5192,Bob Dylan,Pop
4828,9,5519,Bob Dylan,Pop
4829,9,7557,Bob Dylan,Pop
4830,9,8106,Bob Dylan,Pop
4831,9,8160,Bob Dylan,Pop
4832,9,8406,Bob Dylan,Pop
4833,9,8526,Bob Dylan,Pop
4834,9,8755,Bob Dylan,Pop
4835,9,4333,Bobby Brown,Pop
4836,9,5134,Bobby Brown,Pop
4837,9,5476,Bobby Brown,Pop
4838,9,5632,Bobby Brown,Pop
4839,9,5914,Bobby Brown,Pop
4840,9,6222,Bobby Brown,Pop
4841,9,8600,Bobby Brown,Pop
4842,9,5108,Bon Jovi,Pop
4843,9,6801,Bon Jovi,Pop
4844,9,7027,Bon Jovi,Pop
4845,9,8774,Bon Jovi,Pop
4846,9,4718,Bonnie Raitt,Pop
4847,9,5572,Bonnie Raitt,Pop
4848,9,5693,Bonnie Raitt,Pop
4849,9,5947,Bonnie Raitt,Pop
4850,9,6606,Bonnie Raitt,Pop
4851,9,7892,Bonnie Raitt,Pop
4852,9,8340,Bonnie Raitt,Pop
4853,9,8447,Bonnie Raitt,Pop
4854,9,8515,Bonnie Raitt,Pop
4855,9,8594,Bonnie Raitt,Pop
4856,9,4789,Bootsy Collins,Pop
4857,9,5098,Bootsy Collins,Pop
4858,9,5116,Bootsy Collins,Pop
4859,9,5441,Bootsy Collins,Pop
4860,9,7363,Bootsy Collins,Pop
4861,9,8070,Bootsy Collins,Pop
4862,9,8100,Bootsy Collins,Pop
4863,9,4144,Boston,Pop
4864,9,4419,Boston,Pop
4865,9,4478,Boston,Pop
4866,9,4549,Boston,Pop
4867,9,4863,Boston,Pop
4868,9,5093,Boston,Pop
4869,9,5280,Boston,Pop
4870,9,5335,Boston,Pop
4871,9,5402,Boston,Pop
4872,9,5679,Boston,Pop
4873,9,5896,Boston,Pop
4874,9,6181,Boston,Pop
4875,9,6694,Boston,Pop
4876,9,7771,Boston,Pop
4877,9,3913,Bow Wow,Pop
4878,9,4228,Bow Wow,Pop
4879,9,4380,Bow Wow,Pop
4880,9,5300,Bow Wow,Pop
4881,9,5327,Bow Wow,Pop
4882,9,5626,Bow Wow,Pop
4883,9,5785,Bow Wow,Pop
4884,9,7705,Bow Wow,Pop
4885,9,7791,Bow Wow,Pop
4886,9,8400,Bow Wow,Pop
4887,9,8416,Bow Wow,Pop
4888,9,8598,Bow Wow,Pop
4889,9,4317,Boyz II Men,Pop
4890,9,4653,Boyz II Men,Pop
4891,9,6039,Boyz II Men,Pop
4892,9,6454,Boyz II Men,Pop
4893,9,6597,Boyz II Men,Pop
4894,9,7325,Boyz II Men,Pop
4895,9,7777,Boyz II Men,Pop
4896,9,8007,Boyz II Men,Pop
4897,9,8265,Boyz II Men,Pop
4898,9,8572,Boyz II Men,Pop
4899,9,3965,Boz Scaggs,Pop
4900,9,4373,Boz Scaggs,Pop
4901,9,5791,Boz Scaggs,Pop
4902,9,5900,Boz Scaggs,Pop
4903,9,6188,Boz Scaggs,Pop
4904,9,7635,Boz Scaggs,Pop
4905,9,7965,Boz Scaggs,Pop
4906,9,8722,Boz Scaggs,Pop
4907,9,3992,Brad Paisley,Pop
4908,9,4371,Brad Paisley,Pop
4909,9,4707,Brad Paisley,Pop
4910,9,4918,Brad Paisley,Pop
4911,9,5528,Brad Paisley,Pop
4912,9,5664,Brad Paisley,Pop
4913,9,6680,Brad Paisley,Pop
4914,9,7506,Brad Paisley,Pop
4915,9,8782,Brad Paisley,Pop
4916,9,5227,Brand New,Pop
4917,9,5871,Brand New,Pop
4918,9,6176,Brand New,Pop
4919,9,6596,Brand New,Pop
4920,9,6755,Brand New,Pop
4921,9,7644,Brand New,Pop
4922,9,7842,Brand New,Pop
4923,9,8192,Brand New,Pop
4924,9,3944,Brian Jonestown Massacre,Pop
4925,9,4616,Brian Jonestown Massacre,Pop
4926,9,4681,Brian Jonestown Massacre,Pop
4927,9,5937,Brian Jonestown Massacre,Pop
4928,9,6392,Brian Jonestown Massacre,Pop
4929,9,6574,Brian Jonestown Massacre,Pop
4930,9,7367,Brian Jonestown Massacre,Pop
4931,9,7518,Brian Jonestown Massacre,Pop
4932,9,8072,Brian Jonestown Massacre,Pop
4933,9,3907,Brian McKnight,Pop
4934,9,3981,Brian McKnight,Pop
4935,9,4035,Brian McKnight,Pop
4936,9,4532,Brian McKnight,Pop
4937,9,4690,Brian McKnight,Pop
4938,9,4876,Brian McKnight,Pop
4939,9,5285,Brian McKnight,Pop
4940,9,5297,Brian McKnight,Pop
4941,9,6483,Brian McKnight,Pop
4942,9,8043,Brian McKnight,Pop
4943,9,4977,Britney Spears,Pop
4944,9,5095,Britney Spears,Pop
4945,9,6610,Britney Spears,Pop
4946,9,8150,Britney Spears,Pop
4947,9,8323,Britney Spears,Pop
4948,9,8328,Britney Spears,Pop
4949,9,8637,Britney Spears,Pop
4950,9,4249,Broken Social Scene,Pop
4951,9,5404,Broken Social Scene,Pop
4952,9,5905,Broken Social Scene,Pop
4953,9,6676,Broken Social Scene,Pop
4954,9,7324,Broken Social Scene,Pop
4955,9,7350,Broken Social Scene,Pop
4956,9,7558,Broken Social Scene,Pop
4957,9,7633,Broken Social Scene,Pop
4958,9,4859,Brooks and Dunn,Pop
4959,9,6599,Brooks and Dunn,Pop
4960,9,6806,Brooks and Dunn,Pop
4961,9,8408,Brooks and Dunn,Pop
4962,9,8768,Brooks and Dunn,Pop
4963,9,3984,Bruce Hornsby,Pop
4964,9,4353,Bruce Hornsby,Pop
4965,9,4735,Bruce Hornsby,Pop
4966,9,5344,Bruce Hornsby,Pop
4967,9,5841,Bruce Hornsby,Pop
4968,9,7481,Bruce Hornsby,Pop
4969,9,7754,Bruce Hornsby,Pop
4970,9,7836,Bruce Hornsby,Pop
4971,9,7964,Bruce Hornsby,Pop
4972,9,8207,Bruce Hornsby,Pop
4973,9,4550,Bruce Springsteen,Pop
4974,9,4819,Bruce Springsteen,Pop
4975,9,5294,Bruce Springsteen,Pop
4976,9,5769,Bruce Springsteen,Pop
4977,9,6715,Bruce Springsteen,Pop
4978,9,6970,Bruce Springsteen,Pop
4979,9,8018,Bruce Springsteen,Pop
4980,9,8566,Bruce Springsteen,Pop
4981,9,5730,Bryan Adams,Pop
4982,9,5851,Bryan Adams,Pop
4983,9,5891,Bryan Adams,Pop
4984,9,5916,Bryan Adams,Pop
4985,9,5988,Bryan Adams,Pop
4986,9,6082,Bryan Adams,Pop
4987,9,6905,Bryan Adams,Pop
4988,9,8201,Bryan Adams,Pop
4989,9,8288,Bryan Adams,Pop
4990,9,8404,Bryan Adams,Pop
4991,9,8565,Bryan Adams,Pop
4992,9,8758,Bryan Adams,Pop
4993,9,3827,Buckcherry,Pop
4994,9,4266,Buckcherry,Pop
4995,9,4282,Buckcherry,Pop
4996,9,4516,Buckcherry,Pop
4997,9,5198,Buckcherry,Pop
4998,9,5798,Buckcherry,Pop
4999,9,6636,Buckcherry,Pop
5000,9,6730,Buckcherry,Pop
5001,9,7344,Buckcherry,Pop
5002,9,8487,Buckcherry,Pop
5003,9,3801,Built To Spill,Pop
5004,9,3964,Built To Spill,Pop
5005,9,4878,Built To Spill,Pop
5006,9,5422,Built To Spill,Pop
5007,9,5485,Built To Spill,Pop
5008,9,7277,Built To Spill,Pop
5009,9,7885,Built To Spill,Pop
5010,9,7957,Built To Spill,Pop
5011,9,8140,Built To Spill,Pop
5012,9,8241,Built To Spill,Pop
5013,9,8601,Built To Spill,Pop
5014,9,4079,Bullet for My Valentine,Pop
5015,9,4229,Bullet for My Valentine,Pop
5016,9,4522,Bullet for My Valentine,Pop
5017,9,5745,Bullet for My Valentine,Pop
5018,9,6036,Bullet for My Valentine,Pop
5019,9,6197,Bullet for My Valentine,Pop
5020,9,6353,Bullet for My Valentine,Pop
5021,9,6581,Bullet for My Valentine,Pop
5022,9,7844,Bullet for My Valentine,Pop
5023,9,8379,Bullet for My Valentine,Pop
5024,9,4673,Burt Bacharach,Pop
5025,9,6897,Burt Bacharach,Pop
5026,9,6998,Burt Bacharach,Pop
5027,9,7161,Burt Bacharach,Pop
5028,9,7548,Burt Bacharach,Pop
5029,9,7823,Burt Bacharach,Pop
5030,9,7879,Burt Bacharach,Pop
5031,9,4158,Cafe Tacuba,Pop
5032,9,4378,Cafe Tacuba,Pop
5033,9,4534,Cafe Tacuba,Pop
5034,9,4773,Cafe Tacuba,Pop
5035,9,4817,Cafe Tacuba,Pop
5036,9,5248,Cafe Tacuba,Pop
5037,9,5736,Cafe Tacuba,Pop
5038,9,7260,Cafe Tacuba,Pop
5039,9,7961,Cafe Tacuba,Pop
5040,9,8031,Cafe Tacuba,Pop
5041,9,4215,Cake,Pop
5042,9,4578,Cake,Pop
5043,9,4778,Cake,Pop
5044,9,6178,Cake,Pop
5045,9,6426,Cake,Pop
5046,9,6725,Cake,Pop
5047,9,7146,Cake,Pop
5048,9,7203,Cake,Pop
5049,9,7696,Cake,Pop
5050,9,7773,Cake,Pop
5051,9,7934,Cake,Pop
5052,9,8423,Cake,Pop
5053,9,8517,Cake,Pop
5054,9,4520,Calibash,Pop
5055,9,4798,Calibash,Pop
5056,9,5015,Calibash,Pop
5057,9,5888,Calibash,Pop
5058,9,6171,Calibash,Pop
5059,9,6666,Calibash,Pop
5060,9,6984,Calibash,Pop
5061,9,7080,Calibash,Pop
5062,9,7616,Calibash,Pop
5063,9,7948,Calibash,Pop
5064,9,8355,Calibash,Pop
5065,9,8770,Calibash,Pop
5066,9,5001,Carcass,Pop
5067,9,5611,Carcass,Pop
5068,9,5802,Carcass,Pop
5069,9,7126,Carcass,Pop
5070,9,7587,Carcass,Pop
5071,9,7770,Carcass,Pop
5072,9,8000,Carcass,Pop
5073,9,4022,Carrie Underwood,Pop
5074,9,4057,Carrie Underwood,Pop
5075,9,4167,Carrie Underwood,Pop
5076,9,4906,Carrie Underwood,Pop
5077,9,5505,Carrie Underwood,Pop
5078,9,5614,Carrie Underwood,Pop
5079,9,5649,Carrie Underwood,Pop
5080,9,5977,Carrie Underwood,Pop
5081,9,6196,Carrie Underwood,Pop
5082,9,6625,Carrie Underwood,Pop
5083,9,6931,Carrie Underwood,Pop
5084,9,7453,Carrie Underwood,Pop
5085,9,7516,Carrie Underwood,Pop
5086,9,8743,Carrie Underwood,Pop
5087,9,4612,Casting Crowns,Pop
5088,9,5951,Casting Crowns,Pop
5089,9,7104,Casting Crowns,Pop
5090,9,8037,Casting Crowns,Pop
5091,9,8731,Casting Crowns,Pop
5092,9,3855,Celine Dion,Pop
5093,9,3864,Celine Dion,Pop
5094,9,4389,Celine Dion,Pop
5095,9,4995,Celine Dion,Pop
5096,9,5428,Celine Dion,Pop
5097,9,5732,Celine Dion,Pop
5098,9,5940,Celine Dion,Pop
5099,9,6134,Celine Dion,Pop
5100,9,6932,Celine Dion,Pop
5101,9,4063,Celtic Thunder,Pop
5102,9,4154,Celtic Thunder,Pop
5103,9,4908,Celtic Thunder,Pop
5104,9,5013,Celtic Thunder,Pop
5105,9,5046,Celtic Thunder,Pop
5106,9,5245,Celtic Thunder,Pop
5107,9,5529,Celtic Thunder,Pop
5108,9,6855,Celtic Thunder,Pop
5109,9,7312,Celtic Thunder,Pop
5110,9,7487,Celtic Thunder,Pop
5111,9,7789,Celtic Thunder,Pop
5112,9,7952,Celtic Thunder,Pop
5113,9,4418,Chaka Khan,Pop
5114,9,4843,Chaka Khan,Pop
5115,9,4943,Chaka Khan,Pop
5116,9,5006,Chaka Khan,Pop
5117,9,5930,Chaka Khan,Pop
5118,9,5969,Chaka Khan,Pop
5119,9,6182,Chaka Khan,Pop
5120,9,6789,Chaka Khan,Pop
5121,9,7125,Chaka Khan,Pop
5122,9,7545,Chaka Khan,Pop
5123,9,7759,Chaka Khan,Pop
5124,9,7828,Chaka Khan,Pop
5125,9,7927,Chaka Khan,Pop
5126,9,4628,Charlie Daniels Band,Pop
5127,9,5004,Charlie Daniels Band,Pop
5128,9,5114,Charlie Daniels Band,Pop
5129,9,5417,Charlie Daniels Band,Pop
5130,9,5794,Charlie Daniels Band,Pop
5131,9,6523,Charlie Daniels Band,Pop
5132,9,7170,Charlie Daniels Band,Pop
5133,9,7181,Charlie Daniels Band,Pop
5134,9,7249,Charlie Daniels Band,Pop
5135,9,8171,Charlie Daniels Band,Pop
5136,9,8324,Charlie Daniels Band,Pop
5137,9,3905,Cher,Pop
5138,9,4459,Cher,Pop
5139,9,4647,Cher,Pop
5140,9,5197,Cher,Pop
5141,9,5902,Cher,Pop
5142,9,7372,Cher,Pop
5143,9,7577,Cher,Pop
5144,9,7610,Cher,Pop
5145,9,8145,Cher,Pop
5146,9,8262,Cher,Pop
5147,9,4361,Chicago,Pop
5148,9,4848,Chicago,Pop
5149,9,5768,Chicago,Pop
5150,9,6561,Chicago,Pop
5151,9,6818,Chicago,Pop
5152,9,7740,Chicago,Pop
5153,9,7907,Chicago,Pop
5154,9,4161,Children of Bodom,Pop
5155,9,4202,Children of Bodom,Pop
5156,9,4593,Children of Bodom,Pop
5157,9,5258,Children of Bodom,Pop
5158,9,5633,Children of Bodom,Pop
5159,9,6206,Children of Bodom,Pop
5160,9,6216,Children of Bodom,Pop
5161,9,6916,Children of Bodom,Pop
5162,9,7014,Children of Bodom,Pop
5163,9,7138,Children of Bodom,Pop
5164,9,3836,Chris Botti,Pop
5165,9,4195,Chris Botti,Pop
5166,9,4284,Chris Botti,Pop
5167,9,4603,Chris Botti,Pop
5168,9,4928,Chris Botti,Pop
5169,9,5313,Chris Botti,Pop
5170,9,5622,Chris Botti,Pop
5171,9,5628,Chris Botti,Pop
5172,9,6509,Chris Botti,Pop
5173,9,6837,Chris Botti,Pop
5174,9,7379,Chris Botti,Pop
5175,9,7985,Chris Botti,Pop
5176,9,4567,Chris Isaak,Pop
5177,9,4872,Chris Isaak,Pop
5178,9,5242,Chris Isaak,Pop
5179,9,5563,Chris Isaak,Pop
5180,9,6164,Chris Isaak,Pop
5181,9,6190,Chris Isaak,Pop
5182,9,6235,Chris Isaak,Pop
5183,9,7140,Chris Isaak,Pop
5184,9,4133,Christina Aguilera,Pop
5185,9,4407,Christina Aguilera,Pop
5186,9,4602,Christina Aguilera,Pop
5187,9,5753,Christina Aguilera,Pop
5188,9,7354,Christina Aguilera,Pop
5189,9,7800,Christina Aguilera,Pop
5190,9,7831,Christina Aguilera,Pop
5191,9,8214,Christina Aguilera,Pop
5192,9,3805,Chromeo,Pop
5193,9,3823,Chromeo,Pop
5194,9,5588,Chromeo,Pop
5195,9,5908,Chromeo,Pop
5196,9,6311,Chromeo,Pop
5197,9,6965,Chromeo,Pop
5198,9,7032,Chromeo,Pop
5199,9,7043,Chromeo,Pop
5200,9,7729,Chromeo,Pop
5201,9,7741,Chromeo,Pop
5202,9,8109,Chromeo,Pop
5203,9,4342,Citizen Cope,Pop
5204,9,5719,Citizen Cope,Pop
5205,9,6572,Citizen Cope,Pop
5206,9,6671,Citizen Cope,Pop
5207,9,7004,Citizen Cope,Pop
5208,9,7315,Citizen Cope,Pop
5209,9,7512,Citizen Cope,Pop
5210,9,7938,Citizen Cope,Pop
5211,9,8078,Citizen Cope,Pop
5212,9,8105,Citizen Cope,Pop
5213,9,3860,Clint Black,Pop
5214,9,4940,Clint Black,Pop
5215,9,5642,Clint Black,Pop
5216,9,7349,Clint Black,Pop
5217,9,7746,Clint Black,Pop
5218,9,7837,Clint Black,Pop
5219,9,8504,Clint Black,Pop
5220,9,8561,Clint Black,Pop
5221,9,4205,Coheed and Cambria,Pop
5222,9,4996,Coheed and Cambria,Pop
5223,9,5135,Coheed and Cambria,Pop
5224,9,5290,Coheed and Cambria,Pop
5225,9,5616,Coheed and Cambria,Pop
5226,9,5708,Coheed and Cambria,Pop
5227,9,5845,Coheed and Cambria,Pop
5228,9,6152,Coheed and Cambria,Pop
5229,9,6220,Coheed and Cambria,Pop
5230,9,6547,Coheed and Cambria,Pop
5231,9,6779,Coheed and Cambria,Pop
5232,9,6865,Coheed and Cambria,Pop
5233,9,7291,Coheed and Cambria,Pop
5234,9,8629,Coheed and Cambria,Pop
5235,9,8753,Coheed and Cambria,Pop
5236,9,4184,Colbie Caillat,Pop
5237,9,4339,Colbie Caillat,Pop
5238,9,4416,Colbie Caillat,Pop
5239,9,4822,Colbie Caillat,Pop
5240,9,5538,Colbie Caillat,Pop
5241,9,6540,Colbie Caillat,Pop
5242,9,6790,Colbie Caillat,Pop
5243,9,6992,Colbie Caillat,Pop
5244,9,7036,Colbie Caillat,Pop
5245,9,7702,Colbie Caillat,Pop
5246,9,3866,Cold War Kids,Pop
5247,9,6064,Cold War Kids,Pop
5248,9,6256,Cold War Kids,Pop
5249,9,6434,Cold War Kids,Pop
5250,9,6563,Cold War Kids,Pop
5251,9,7012,Cold War Kids,Pop
5252,9,7409,Cold War Kids,Pop
5253,9,7488,Cold War Kids,Pop
5254,9,7916,Cold War Kids,Pop
5255,9,8039,Cold War Kids,Pop
5256,9,8516,Cold War Kids,Pop
5257,9,8692,Cold War Kids,Pop
5258,9,5414,Coldplay,Pop
5259,9,6463,Coldplay,Pop
5260,9,7397,Coldplay,Pop
5261,9,7410,Coldplay,Pop
5262,9,7418,Coldplay,Pop
5263,9,7454,Coldplay,Pop
5264,9,7830,Coldplay,Pop
5265,9,8279,Coldplay,Pop
5266,9,8728,Coldplay,Pop
5267,9,4020,Commodores,Pop
5268,9,4182,Commodores,Pop
5269,9,4570,Commodores,Pop
5270,9,5295,Commodores,Pop
5271,9,5625,Commodores,Pop
5272,9,6472,Commodores,Pop
5273,9,8225,Commodores,Pop
5274,9,8266,Commodores,Pop
5275,9,4056,Conor Oberst,Pop
5276,9,4125,Conor Oberst,Pop
5277,9,4267,Conor Oberst,Pop
5278,9,5018,Conor Oberst,Pop
5279,9,5160,Conor Oberst,Pop
5280,9,5239,Conor Oberst,Pop
5281,9,5265,Conor Oberst,Pop
5282,9,5780,Conor Oberst,Pop
5283,9,6075,Conor Oberst,Pop
5284,9,6294,Conor Oberst,Pop
5285,9,7581,Conor Oberst,Pop
5286,9,8463,Conor Oberst,Pop
5287,9,8586,Conor Oberst,Pop
5288,9,8689,Conor Oberst,Pop
5289,9,5014,Counting Crows,Pop
5290,9,5325,Counting Crows,Pop
5291,9,5971,Counting Crows,Pop
5292,9,6491,Counting Crows,Pop
5293,9,6899,Counting Crows,Pop
5294,9,7056,Counting Crows,Pop
5295,9,7861,Counting Crows,Pop
5296,9,8176,Counting Crows,Pop
5297,9,8482,Counting Crows,Pop
5298,9,4286,Counting Crows and Maroon 5,Pop
5299,9,4334,Counting Crows and Maroon 5,Pop
5300,9,4383,Counting Crows and Maroon 5,Pop
5301,9,4543,Counting Crows and Maroon 5,Pop
5302,9,5022,Counting Crows and Maroon 5,Pop
5303,9,5100,Counting Crows and Maroon 5,Pop
5304,9,5561,Counting Crows and Maroon 5,Pop
5305,9,5799,Counting Crows and Maroon 5,Pop
5306,9,5894,Counting Crows and Maroon 5,Pop
5307,9,5938,Counting Crows and Maroon 5,Pop
5308,9,6422,Counting Crows and Maroon 5,Pop
5309,9,7028,Counting Crows and Maroon 5,Pop
5310,9,7475,Counting Crows and Maroon 5,Pop
5311,9,7503,Counting Crows and Maroon 5,Pop
5312,9,7716,Counting Crows and Maroon 5,Pop
5313,9,7752,Counting Crows and Maroon 5,Pop
5314,9,4359,Country Jam USA,Pop
5315,9,4576,Country Jam USA,Pop
5316,9,4914,Country Jam USA,Pop
5317,9,4967,Country Jam USA,Pop
5318,9,6871,Country Jam USA,Pop
5319,9,8128,Country Jam USA,Pop
5320,9,8616,Country Jam USA,Pop
5321,9,3938,Country Thunder USA,Pop
5322,9,4751,Country Thunder USA,Pop
5323,9,5460,Country Thunder USA,Pop
5324,9,5738,Country Thunder USA,Pop
5325,9,5746,Country Thunder USA,Pop
5326,9,5925,Country Thunder USA,Pop
5327,9,6607,Country Thunder USA,Pop
5328,9,6753,Country Thunder USA,Pop
5329,9,7939,Country Thunder USA,Pop
5330,9,8577,Country Thunder USA,Pop
5331,9,3960,Cowboy Junkies,Pop
5332,9,4047,Cowboy Junkies,Pop
5333,9,4068,Cowboy Junkies,Pop
5334,9,4132,Cowboy Junkies,Pop
5335,9,4460,Cowboy Junkies,Pop
5336,9,5749,Cowboy Junkies,Pop
5337,9,6156,Cowboy Junkies,Pop
5338,9,6213,Cowboy Junkies,Pop
5339,9,6739,Cowboy Junkies,Pop
5340,9,7145,Cowboy Junkies,Pop
5341,9,7248,Cowboy Junkies,Pop
5342,9,7408,Cowboy Junkies,Pop
5343,9,7760,Cowboy Junkies,Pop
5344,9,7873,Cowboy Junkies,Pop
5345,9,8283,Cowboy Junkies,Pop
5346,9,4142,Creedence Clearwater Revisited,Pop
5347,9,4350,Creedence Clearwater Revisited,Pop
5348,9,4559,Creedence Clearwater Revisited,Pop
5349,9,4944,Creedence Clearwater Revisited,Pop
5350,9,6058,Creedence Clearwater Revisited,Pop
5351,9,6531,Creedence Clearwater Revisited,Pop
5352,9,6567,Creedence Clearwater Revisited,Pop
5353,9,7582,Creedence Clearwater Revisited,Pop
5354,9,8270,Creedence Clearwater Revisited,Pop
5355,9,8597,Creedence Clearwater Revisited,Pop
5356,9,8640,Creedence Clearwater Revisited,Pop
5357,9,8741,Creedence Clearwater Revisited,Pop
5358,9,3922,Crosby Stills Nash,Pop
5359,9,4480,Crosby Stills Nash,Pop
5360,9,4832,Crosby Stills Nash,Pop
5361,9,5339,Crosby Stills Nash,Pop
5362,9,5627,Crosby Stills Nash,Pop
5363,9,5630,Crosby Stills Nash,Pop
5364,9,5904,Crosby Stills Nash,Pop
5365,9,6461,Crosby Stills Nash,Pop
5366,9,6506,Crosby Stills Nash,Pop
5367,9,6586,Crosby Stills Nash,Pop
5368,9,6720,Crosby Stills Nash,Pop
5369,9,7510,Crosby Stills Nash,Pop
5370,9,7606,Crosby Stills Nash,Pop
5371,9,7886,Crosby Stills Nash,Pop
5372,9,8407,Crosby Stills Nash,Pop
5373,9,8592,Crosby Stills Nash,Pop
5374,9,3804,Crue Fest,Pop
5375,9,4648,Crue Fest,Pop
5376,9,5236,Crue Fest,Pop
5377,9,5497,Crue Fest,Pop
5378,9,5568,Crue Fest,Pop
5379,9,6201,Crue Fest,Pop
5380,9,6941,Crue Fest,Pop
5381,9,7088,Crue Fest,Pop
5382,9,7429,Crue Fest,Pop
5383,9,7794,Crue Fest,Pop
5384,9,8433,Crue Fest,Pop
5385,9,4093,Cute Is What We Aim For,Pop
5386,9,4424,Cute Is What We Aim For,Pop
5387,9,4864,Cute Is What We Aim For,Pop
5388,9,5099,Cute Is What We Aim For,Pop
5389,9,5117,Cute Is What We Aim For,Pop
5390,9,6593,Cute Is What We Aim For,Pop
5391,9,6983,Cute Is What We Aim For,Pop
5392,9,7092,Cute Is What We Aim For,Pop
5393,9,7522,Cute Is What We Aim For,Pop
5394,9,7556,Cute Is What We Aim For,Pop
5395,9,7579,Cute Is What We Aim For,Pop
5396,9,7707,Cute Is What We Aim For,Pop
5397,9,7793,Cute Is What We Aim For,Pop
5398,9,7976,Cute Is What We Aim For,Pop
5399,9,8508,Cute Is What We Aim For,Pop
5400,9,8588,Cute Is What We Aim For,Pop
5401,9,3961,Cypress Hill,Pop
5402,9,4439,Cypress Hill,Pop
5403,9,5935,Cypress Hill,Pop
5404,9,6702,Cypress Hill,Pop
5405,9,7894,Cypress Hill,Pop
5406,9,8380,Cypress Hill,Pop
5407,9,4245,DJ Shadow and Cut Chemist,Pop
5408,9,4698,DJ Shadow and Cut Chemist,Pop
5409,9,5695,DJ Shadow and Cut Chemist,Pop
5410,9,6194,DJ Shadow and Cut Chemist,Pop
5411,9,6475,DJ Shadow and Cut Chemist,Pop
5412,9,6862,DJ Shadow and Cut Chemist,Pop
5413,9,8595,DJ Shadow and Cut Chemist,Pop
5414,9,4704,Dandy Warhols,Pop
5415,9,5500,Dandy Warhols,Pop
5416,9,6726,Dandy Warhols,Pop
5417,9,6933,Dandy Warhols,Pop
5418,9,6956,Dandy Warhols,Pop
5419,9,7458,Dandy Warhols,Pop
5420,9,7495,Dandy Warhols,Pop
5421,9,7758,Dandy Warhols,Pop
5422,9,8385,Dandy Warhols,Pop
5423,9,8738,Dandy Warhols,Pop
5424,9,4097,Danny Nova,Pop
5425,9,4165,Danny Nova,Pop
5426,9,5031,Danny Nova,Pop
5427,9,5427,Danny Nova,Pop
5428,9,6391,Danny Nova,Pop
5429,9,7402,Danny Nova,Pop
5430,9,7589,Danny Nova,Pop
5431,9,7860,Danny Nova,Pop
5432,9,7868,Danny Nova,Pop
5433,9,7935,Danny Nova,Pop
5434,9,7983,Danny Nova,Pop
5435,9,8161,Danny Nova,Pop
5436,9,8473,Danny Nova,Pop
5437,9,3977,Daughtry,Pop
5438,9,4101,Daughtry,Pop
5439,9,4400,Daughtry,Pop
5440,9,4437,Daughtry,Pop
5441,9,4873,Daughtry,Pop
5442,9,5179,Daughtry,Pop
5443,9,5378,Daughtry,Pop
5444,9,5397,Daughtry,Pop
5445,9,6009,Daughtry,Pop
5446,9,6127,Daughtry,Pop
5447,9,6684,Daughtry,Pop
5448,9,7061,Daughtry,Pop
5449,9,8338,Daughtry,Pop
5450,9,8388,Daughtry,Pop
5451,9,8623,Daughtry,Pop
5452,9,4160,Dave Koz,Pop
5453,9,4546,Dave Koz,Pop
5454,9,5586,Dave Koz,Pop
5455,9,5893,Dave Koz,Pop
5456,9,6217,Dave Koz,Pop
5457,9,6289,Dave Koz,Pop
5458,9,6722,Dave Koz,Pop
5459,9,6978,Dave Koz,Pop
5460,9,8733,Dave Koz,Pop
5461,9,4251,Dave Matthews Band,Pop
5462,9,4415,Dave Matthews Band,Pop
5463,9,4889,Dave Matthews Band,Pop
5464,9,4960,Dave Matthews Band,Pop
5465,9,5250,Dave Matthews Band,Pop
5466,9,5520,Dave Matthews Band,Pop
5467,9,7132,Dave Matthews Band,Pop
5468,9,7136,Dave Matthews Band,Pop
5469,9,7472,Dave Matthews Band,Pop
5470,9,7536,Dave Matthews Band,Pop
5471,9,7723,Dave Matthews Band,Pop
5472,9,7725,Dave Matthews Band,Pop
5473,9,8377,Dave Matthews Band,Pop
5474,9,3867,Dave Stewart,Pop
5475,9,3869,Dave Stewart,Pop
5476,9,4103,Dave Stewart,Pop
5477,9,4758,Dave Stewart,Pop
5478,9,4881,Dave Stewart,Pop
5479,9,5212,Dave Stewart,Pop
5480,9,5451,Dave Stewart,Pop
5481,9,6054,Dave Stewart,Pop
5482,9,6938,Dave Stewart,Pop
